target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,159,33,4,good morning my love   go to sleep now and wish you great day full of feel well and opportunity   you be my last thought babe love you kiss
ham,Kothi print out marandratha.,0,28,4,7,kothi print out marandratha
ham,But we havent got da topic yet rite?,0,36,8,4,but we have not get topic yet rite
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,64,14,4,ok no problem yup m go to sch at 4 if rem correctly
ham,"Thanks, I'll keep that in mind",0,30,6,5,thank ill keep that in mind
ham,Aah bless! How's your arm?,0,26,5,5,aah bless how s your arm
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,189,28,6,dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe be pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regard
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,160,33,4,gal n boy walk in d park galcan hold ur hand boyy do u think would run away galno jst wana c how it feels walk in heaven with an princegn
ham,What makes you most happy?,0,26,5,5,what make you most happy
ham,Wishing you a wonderful week.,0,29,5,5,wish you wonderful week
ham,Sweet heart how are you?,0,24,5,4,sweet heart how be you
ham,"Sir, waiting for your letter.",0,29,5,5,sir wait for your letter
ham,Dude im no longer a pisces. Im an aquarius now.,0,47,10,4,dude m no long pisce m an aquarius now
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,0,72,15,4,x course it 2yr just so her message messenger lik you r send
ham,I think steyn surely get one wicket:),0,37,7,5,think steyn surely get one wicket
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,125,24,5,neither in sterm voice   m study all fine with not sure the   thing will be resolve tho anyway have fab hol
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,52,8,6,garbage bag egg jam bread hannaford wheat chex
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,192,35,5,no its not pride m almost   ltgt   year old and should not be takin money from my kid you re not suppose to have to deal with this stuff this be grownup stuffwhy do not tell you
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,126,26,4,sound well than my evening m just do my costume m not sure what time finish tomorrow but will txt you at the end
ham,My birthday is on feb  &lt;#&gt;  da. .,0,39,8,4,my birthday be feb   ltgt  
ham,So when do you wanna gym?,0,25,6,4,so when do you wanna gym
ham,You'd like that wouldn't you? Jerk!,0,35,6,5,you d like that would not you jerk
ham,Are u awake? Is there snow there?,0,33,7,4,be u awake be there snow there
ham,And of course you should make a stink!,0,38,8,4,and of course you should make stink
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,156,22,7,u r subscribe 2 textcomp 250 wkly comp 1st wk free question follow subsequent wk charged150pmsg2 unsubscribe txt 2 84128custcare 08712405020
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,0,77,13,5,no go no opening for that room til after thanksgive without an upcharge
ham,When you guys planning on coming over?,0,38,7,5,when you guy plan come over
ham,Wat Ì_ doing now?,0,17,4,4,wat ì do now
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,130,24,5,my parent my kidz my friend n my colleague all scream surprise   and be wait the sofa     naked
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,133,27,4,no sir that s why have an 8hr trip the bus last week have another audition next wednesday but think might drive this time
ham,Do I? I thought I put it back in the box,0,40,11,3,do think put it back in the box
ham,I'm home...,0,11,2,5,m home
ham,No one interested. May be some business plan.,0,45,8,5,no one interested may be some business plan
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,67,12,5,yup its at paragon have not decide whether 2 cut yet hee
ham,Good morning princess! Have a great day!,0,40,7,5,good morning princess have great day
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0,84,16,5,guai ìï shd haf see he when he s naughty ìï so free today can go jog
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,0,100,25,4,aiyo cos sm ì then ì neva reply so wait 4 ì to reply lar tot ì have not finish ur lab wat
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,145,23,6,live be very simple loving be also simple laughing be too simple winning be tooo simple but be simple be very difficult
ham,Tell me something. Thats okay.,0,30,5,6,tell something that s okay
ham,Ok,0,2,1,2,ok
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,125,25,5,hmm shall bring bottle of wine to keep we amuse just joke ill still bring bottle red white see you tomorrow
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,133,30,4,this be ur face test   1 2 3 4 5 6 7 8 9   ltgt    select any number will tell ur face astrology be wait quick reply
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,56,10,5,hey iouri give your number m wylie ryan friend
ham,Yep get with the program. You're slacking.,0,42,7,6,yep get with the program you re slack
ham,I'm in inside office..still filling forms.don know when they leave me.,0,70,11,6,m in inside officestill fill formsdon know when they leave
ham,"I think your mentor is , but not 100 percent sure.",0,50,11,4,think your mentor be   but not 100 percent sure
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,112,18,6,call 09095350301 and send our girl into erotic ecstacy just 60pmin to text call 08712460324 nat rate
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,106,17,6,camera   you be award sipix digital camera call 09061221066 fromm landline delivery within 28 day
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,1,157,27,5,å400 xmas reward be wait for you our computer have randomly pick you from our loyal mobile customer to receive å400 reward just call 09066380611
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,135,26,5,just try to figure out when m suppose to see couple people this week we say we d get together but do not set date
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,156,23,6,important message this be final contact attempt you have important message wait out our customer claim dept expire 13404 call 08717507382 now
ham,Hi mom we might be back later than  &lt;#&gt; ,0,46,9,5,mom we might be back later than   ltgt
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,139,26,5,datingi have have two of these only start after text to talk sport radio last week any connection do you think coincidence
ham,"Lol, oh you got a friend for the dog ?",0,38,10,3,lol oh you get friend for the dog
ham,"Ok., is any problem to u frm him? Wats matter?",0,46,10,4,ok be any problem to u frm he wat matter
ham,"K I'll head out in a few mins, see you there",0,44,11,4,k ill head out in few min see you there
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,212,39,5,do u konw waht be rael friendship m gve yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg be wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have nice sleepsweet dream
ham,I cant pick the phone right now. Pls send a message,0,51,11,4,can not pick the phone right now pls send message
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,116,22,5,do not want you to leave but m barely do what can to stay sane fighting with you constantly be not help
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,90,15,6,the current lead bid be 151 to pause this auction send out customer care 08718726270
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,160,27,5,free entry to the gr8prize wkly comp 4 chance to win the late nokia 8800 psp å250 cash every wktxt great to 80878 httpwwwgr8prizescom 08715705022
ham,Somebody set up a website where you can play hold em using eve online spacebucks,0,80,15,5,somebody set up website where you can play hold em use eve online spacebuck
ham,Its sunny in california. The weather's just cool,0,48,8,6,its sunny in california the weather just cool
spam,You have 1 new message. Call 0207-083-6089,1,42,7,6,you have 1 new message call 02070836089
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0,64,13,4,can make it up there squeeze   ltgt   buck out of my dad
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,88,15,5,good day to you toopray for meremove the tooth its painful maintain other stuff
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,0,161,31,5,how be you babe hope your do ok have shit night sleep fall asleep at 5iåõm knackered and iåõm dread work tonight what be thou upto tonight x
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0,147,26,5,how do friend help we in problem they give the most stupid suggestion that land we into another problem and help we forgt the previous problem
ham,I'm at work. Please call,0,24,5,4,m at work please call
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,101,18,5,will be gentle baby soon you will be take all   ltgt   inch deep inside your tight pussy
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,40,9,4,not much no fight it be good nite
ham,Ok.ok ok..then..whats ur todays plan,0,36,5,7,okok okthenwhat ur today plan
ham,Nt joking seriously i told,0,26,5,5,not joke seriously tell
ham,Watching ajith film ah?,0,23,4,5,watch ajith film
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,0,59,14,4,ooooooh forgot to tell u can get yoville my phone
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,104,20,5,all do all hand in do not know if mega shop in asda count celebration but that s what m do
ham,I dont know exactly could you ask chechi.,0,41,8,5,do not know exactly could you ask chechi
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,50,13,3,dunno lei shd b drive lor cos go sch 1 hr oni
